,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates
3403,6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.99822,3.08,0.52
4460,6.3,0.3,0.2,3.7,0.039,34.0,132.0,0.99158,3.0,0.38
2432,7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35
3116,8.5,0.24,0.47,15.2,0.057,40.0,234.0,1.0005,3.02,0.66
4768,5.6,0.255,0.57,10.7,0.056,66.0,171.0,0.99464,3.25,0.61
4546,6.5,0.36,0.36,6.7,0.185,51.5,151.0,0.99528,3.17,0.42
3807,7.5,0.19,0.4,7.1,0.056,50.0,110.0,0.9954,3.06,0.52
1143,6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52
397,11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69
5174,5.2,0.185,0.22,1.0,0.03,47.0,123.0,0.99218,3.55,0.44
4578,6.5,0.29,0.53,1.7,0.04,41.0,192.0,0.9922,3.26,0.59
3135,8.3,0.24,0.27,2.1,0.03,22.0,162.0,0.9914,2.99,0.68
1398,7.4,0.18,0.31,1.4,0.058,38.0,167.0,0.9931,3.16,0.53
1659,7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.992,3.03,0.3
2220,7.6,0.19,0.38,10.6,0.06,48.0,174.0,0.9962,3.13,0.38
979,7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.99526,3.39,0.66
2331,9.1,0.27,0.32,1.1,0.031,15.0,151.0,0.9936,3.03,0.41
1298,6.6,0.44,0.09,2.2,0.063,9.0,18.0,0.99444,3.42,0.69
2576,6.1,0.25,0.49,7.6,0.052,67.0,226.0,0.9956,3.16,0.47
82,9.3,0.39,0.44,2.1,0.107,34.0,125.0,0.9978,3.14,1.22
3790,6.1,0.27,0.25,1.8,0.041,9.0,109.0,0.9929,3.08,0.54
3822,6.3,0.37,0.28,6.3,0.034,45.0,152.0,0.9921,3.29,0.46
4169,8.2,0.34,0.29,5.2,0.076,19.0,92.0,0.99138,2.95,0.39
5076,5.8,0.34,0.21,7.2,0.041,48.0,146.0,0.99441,3.16,0.49
2602,7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44
423,10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06
4618,7.3,0.33,0.22,1.4,0.041,40.0,177.0,0.99287,3.14,0.48
1904,5.9,0.24,0.26,12.3,0.053,34.0,134.0,0.9972,3.34,0.45
4831,6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,3.38,0.57
4035,4.2,0.215,0.23,5.1,0.041,64.0,157.0,0.99688,3.42,0.44
4874,5.9,0.29,0.28,3.2,0.035,16.0,117.0,0.98959,3.26,0.42
1565,6.1,0.18,0.36,2.0,0.038,20.0,249.5,0.9923,3.37,0.79
3814,7.0,0.2,0.31,8.0,0.05,29.0,213.0,0.99596,3.28,0.57
839,7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.99562,3.45,0.58
500,8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6
141,7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56
1377,7.6,0.67,0.14,1.5,0.074,25.0,168.0,0.9937,3.05,0.51
4381,6.7,0.31,0.09,1.4,0.039,53.0,141.0,0.99206,3.12,0.44
2266,7.7,0.34,0.3,8.0,0.048,25.0,192.0,0.9951,2.97,0.47
3007,6.8,0.31,0.42,6.9,0.046,50.0,173.0,0.9958,3.19,0.46
1138,7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51
3874,8.5,0.19,0.48,1.1,0.026,23.0,58.0,0.99184,2.9,0.5
4850,7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41
1787,7.3,0.26,0.36,5.2,0.04,31.0,141.0,0.9931,3.16,0.59
4718,6.3,0.17,0.32,1.0,0.04,39.0,118.0,0.98886,3.31,0.4
550,7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58
3827,6.0,0.32,0.3,1.3,0.025,18.0,112.0,0.98802,3.07,0.64
2019,7.8,0.29,0.22,9.5,0.056,44.0,213.0,0.99715,3.08,0.61
948,5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66
2572,7.1,0.29,0.49,1.2,0.031,32.0,99.0,0.9893,3.07,0.33
3137,7.2,0.16,0.26,7.1,0.054,41.0,224.0,0.9966,3.38,0.55
532,7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6
3080,6.7,0.23,0.33,1.8,0.036,23.0,96.0,0.9925,3.32,0.4
1829,7.4,0.3,0.22,1.4,0.046,16.0,135.0,0.9928,3.08,0.77
4071,6.3,0.3,0.29,2.1,0.048,33.0,142.0,0.98956,3.22,0.46
4707,5.8,0.24,0.28,1.4,0.038,40.0,76.0,0.98711,3.1,0.29
4247,7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53
1602,6.5,0.28,0.33,15.7,0.053,51.0,190.0,0.9978,3.22,0.51
2238,7.3,0.49,0.32,5.2,0.043,18.0,104.0,0.9952,3.24,0.45
639,9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,3.1,0.56
5142,6.7,0.16,0.32,12.5,0.035,18.0,156.0,0.99666,2.88,0.36
967,8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6
4512,7.0,0.34,0.1,3.5,0.044,17.0,63.0,0.9937,3.01,0.39
4910,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46
1683,6.0,0.36,0.39,3.2,0.027,20.0,125.0,0.991,3.38,0.39
2248,7.6,0.29,0.42,1.3,0.035,18.0,86.0,0.9908,2.99,0.39
4761,6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34
2659,7.1,0.53,0.24,0.8,0.029,29.0,86.0,0.993,3.16,0.32
155,6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78
2295,6.1,0.29,0.27,1.7,0.024,13.0,76.0,0.9893,3.21,0.51
2826,8.0,0.32,0.36,4.6,0.042,56.0,178.0,0.9928,3.29,0.47
3221,7.0,0.36,0.14,11.6,0.043,35.0,228.0,0.9977,3.13,0.51
1089,7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6
3011,7.6,0.2,0.31,1.4,0.047,41.0,142.0,0.9934,3.43,0.53
2319,8.7,0.22,0.42,2.3,0.053,27.0,114.0,0.994,2.99,0.43
4515,6.7,0.26,0.29,7.7,0.038,40.0,179.0,0.99479,3.23,0.56
288,8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54
930,9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86
4597,6.8,0.22,0.32,5.9,0.054,40.0,152.0,0.9938,3.2,0.57
2707,6.7,0.33,0.49,1.6,0.167,20.0,94.0,0.9914,3.11,0.5
2574,8.5,0.56,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.7
4834,5.6,0.225,0.24,9.8,0.054,59.0,140.0,0.99545,3.17,0.39
3835,7.0,0.13,0.37,12.85,0.042,36.0,105.0,0.99581,3.05,0.55
2687,6.8,0.17,0.74,2.4,0.053,61.0,182.0,0.9953,3.63,0.76
3933,6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,3.26,0.51
942,8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49
2354,6.4,0.25,0.41,8.6,0.042,57.0,173.0,0.9965,3.0,0.44
4237,7.5,0.2,0.41,1.2,0.05,26.0,131.0,0.99133,3.19,0.52
4963,6.7,0.31,0.33,2.0,0.033,12.0,74.0,0.99064,3.29,0.65
1698,7.1,0.27,0.31,18.2,0.046,55.0,252.0,1.0,3.07,0.56
5012,6.0,0.23,0.34,1.3,0.025,23.0,111.0,0.98961,3.36,0.37
4161,6.2,0.28,0.28,4.3,0.026,22.0,105.0,0.989,2.98,0.64
2846,9.6,0.21,0.28,1.2,0.038,12.0,53.0,0.9926,2.8,0.46
4950,4.7,0.145,0.29,1.0,0.042,35.0,90.0,0.9908,3.76,0.49
3491,7.0,0.14,0.28,1.3,0.026,10.0,56.0,0.99352,3.46,0.45
985,6.6,0.58,0.0,2.2,0.1,50.0,63.0,0.99544,3.59,0.68
3148,6.8,0.24,0.34,5.1,0.038,31.0,99.0,0.9921,3.24,0.46
2787,6.7,0.265,0.22,8.6,0.048,54.0,198.0,0.9955,3.25,0.41
3034,6.7,0.31,0.08,1.3,0.038,58.0,147.0,0.9922,3.18,0.46
5085,7.5,0.305,0.38,1.4,0.047,30.0,95.0,0.99158,3.22,0.52
981,8.2,0.33,0.32,2.8,0.067,4.0,12.0,0.99473,3.3,0.76
3106,5.3,0.76,0.03,2.7,0.043,27.0,93.0,0.9932,3.34,0.38
4264,8.1,0.2,0.28,0.9,0.023,49.0,87.0,0.99062,2.92,0.36
3806,6.3,0.22,0.22,5.6,0.039,31.0,128.0,0.99296,3.12,0.46
3872,7.2,0.27,0.37,5.4,0.026,27.0,114.0,0.99174,3.13,0.84
4006,6.8,0.27,0.37,8.2,0.055,52.0,192.0,0.99586,3.11,0.52
5183,6.0,0.27,0.32,3.6,0.035,36.0,133.0,0.99215,3.23,0.46
4231,6.3,0.21,0.31,1.2,0.043,30.0,117.0,0.99158,3.49,0.68
1457,7.0,0.14,0.4,1.7,0.035,16.0,85.0,0.9911,3.19,0.42
1395,7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46
264,7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54
4497,7.3,0.36,0.54,13.3,0.054,63.0,193.0,0.99864,3.06,0.49
929,7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59
3484,6.6,0.41,0.16,1.4,0.037,28.0,160.0,0.99167,2.95,0.45
2586,7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42
4666,6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42
2178,6.6,0.13,0.3,4.9,0.058,47.0,131.0,0.9946,3.51,0.45
4004,6.6,0.33,0.4,2.65,0.041,35.0,86.0,0.98916,3.11,0.39
246,7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57
4078,5.6,0.32,0.32,8.3,0.043,32.0,105.0,0.99266,3.24,0.47
1758,6.3,0.22,0.33,1.7,0.041,67.0,164.0,0.9928,3.32,0.56
5176,6.0,0.17,0.36,1.7,0.042,14.0,61.0,0.99144,3.22,0.54
3875,6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7
923,6.8,0.48,0.08,1.8,0.074,40.0,64.0,0.99529,3.12,0.49
2662,7.9,0.12,0.49,5.2,0.049,33.0,152.0,0.9952,3.18,0.47
268,10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62
669,7.9,0.4,0.3,1.8,0.157,2.0,45.0,0.99727,3.31,0.91
3107,6.6,0.22,0.53,15.1,0.052,22.0,136.0,0.9986,2.94,0.35
1910,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47
3886,6.4,0.15,0.4,1.5,0.042,23.0,87.0,0.98972,3.11,0.46
1152,11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65
5126,6.1,0.16,0.34,6.1,0.034,31.0,114.0,0.99365,3.32,0.58
4696,6.8,0.27,0.28,7.8,0.038,26.0,89.0,0.9915,3.24,0.34
4516,7.0,0.24,0.3,12.3,0.035,72.0,172.0,0.9954,2.99,0.57
1781,7.8,0.18,0.31,12.2,0.053,46.0,140.0,0.998,3.06,0.53
2413,7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,3.32,0.4
2307,6.0,0.4,0.3,1.6,0.047,30.0,117.0,0.9931,3.17,0.48
2462,6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49
4473,8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45
1915,7.8,0.28,0.22,1.4,0.056,24.0,130.0,0.9944,3.28,0.48
612,7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51
5214,6.0,0.59,0.0,0.8,0.037,30.0,95.0,0.99032,3.1,0.4
2267,6.2,0.55,0.45,12.0,0.049,27.0,186.0,0.9974,3.17,0.5
4009,6.7,0.13,0.57,6.6,0.056,60.0,150.0,0.99548,2.96,0.43
1898,6.4,0.24,0.29,11.4,0.051,32.0,166.0,0.9968,3.31,0.45
1649,8.0,0.24,0.36,1.5,0.047,17.0,129.0,0.9948,3.2,0.54
4844,8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,2.89,0.3
258,7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73
3825,6.5,0.35,0.36,0.8,0.034,32.0,111.0,0.98942,3.11,0.5
847,7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62
3751,6.1,0.16,0.37,1.1,0.031,37.0,97.0,0.9922,3.4,0.58
4527,7.2,0.25,0.32,1.5,0.054,24.0,105.0,0.99154,3.17,0.48
1233,11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69
1127,9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82
2803,8.1,0.31,0.24,1.6,0.032,10.0,67.0,0.9924,3.08,0.47
1967,6.9,0.31,0.34,1.6,0.032,23.0,128.0,0.9917,3.37,0.47
558,7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69
904,8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,3.3,0.64
484,10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56
2211,8.3,0.16,0.48,1.7,0.057,31.0,98.0,0.9943,3.15,0.41
1320,6.3,0.68,0.01,3.7,0.103,32.0,54.0,0.99586,3.51,0.66
2671,6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.9932,3.45,0.57
7,7.8,0.58,0.02,2.0,0.073,9.0,18.0,0.9968,3.36,0.57
2315,7.9,0.25,0.29,5.3,0.031,33.0,117.0,0.9918,3.06,0.32
3727,5.4,0.23,0.36,1.5,0.03,74.0,121.0,0.98976,3.24,0.99
3628,6.8,0.17,0.36,1.4,0.036,38.0,108.0,0.99006,3.19,0.66
1450,6.9,0.33,0.28,1.3,0.051,37.0,187.0,0.9927,3.27,0.6
1201,7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77
2426,7.3,0.19,0.68,1.5,0.05,31.0,156.0,0.9946,3.32,0.64
1814,6.8,0.28,0.17,13.9,0.047,49.0,162.0,0.9983,3.21,0.51
773,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69
2274,6.3,0.27,0.25,5.8,0.038,52.0,155.0,0.995,3.28,0.38
1011,6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7
3199,7.8,0.3,0.37,1.3,0.051,16.0,96.0,0.9941,3.32,0.62
4820,7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.99468,3.1,0.55
1991,7.3,0.3,0.42,7.35,0.025,51.0,175.0,0.9928,3.04,0.32
1277,6.8,0.81,0.05,2.0,0.07,6.0,14.0,0.99562,3.51,0.66
1783,6.0,0.24,0.27,1.9,0.048,40.0,170.0,0.9938,3.64,0.54
3537,8.2,0.32,0.26,2.1,0.062,26.0,87.0,0.98974,3.1,0.47
446,10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81
880,8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47
4750,6.2,0.3,0.32,1.3,0.054,27.0,183.0,0.99266,3.3,0.43
781,9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6
1749,8.6,0.37,0.7,12.15,0.039,21.0,158.0,0.9983,3.0,0.73
3855,6.5,0.23,0.45,2.1,0.027,43.0,104.0,0.99054,3.02,0.52
4983,5.1,0.305,0.13,1.75,0.036,17.0,73.0,0.99,3.4,0.51
2423,6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.9955,3.08,0.39
5194,6.4,0.19,0.35,10.2,0.043,40.0,106.0,0.99632,3.16,0.5
4600,6.5,0.18,0.48,18.0,0.054,56.0,183.0,1.00038,2.98,0.61
883,7.3,0.91,0.1,1.8,0.074,20.0,56.0,0.99672,3.35,0.56
2694,8.4,0.24,0.49,7.4,0.039,46.0,108.0,0.9934,3.03,0.33
1091,7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64
4747,8.0,0.24,0.33,1.2,0.044,28.0,101.0,0.99035,3.03,0.43
3336,7.0,0.23,0.42,5.1,0.042,37.0,144.0,0.99518,3.5,0.59
531,13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54
2882,7.6,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4
2438,6.6,0.27,0.3,1.9,0.025,14.0,153.0,0.9928,3.29,0.62
4325,8.7,0.3,0.34,4.8,0.018,23.0,127.0,0.99474,3.12,0.49
4219,7.7,0.43,1.0,19.95,0.032,42.0,164.0,0.99742,3.29,0.5
4367,7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.99438,3.09,0.5
2290,6.3,0.17,0.42,2.8,0.028,45.0,107.0,0.9908,3.27,0.43
1727,6.6,0.52,0.44,12.2,0.048,54.0,245.0,0.9975,3.26,0.54
610,8.4,1.035,0.15,6.0,0.073,11.0,54.0,0.999,3.37,0.49
570,7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81
3029,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45
3447,5.6,0.175,0.29,0.8,0.043,20.0,67.0,0.99112,3.28,0.48
343,8.4,0.665,0.61,2.0,0.112,13.0,95.0,0.997,3.16,0.54
3414,5.6,0.35,0.4,6.3,0.022,23.0,174.0,0.9922,3.54,0.5
3575,6.2,0.25,0.31,3.2,0.03,32.0,150.0,0.99014,3.18,0.31
434,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65
1903,7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53
97,6.2,0.63,0.31,1.7,0.088,15.0,64.0,0.9969,3.46,0.79
4545,5.7,0.23,0.25,7.95,0.042,16.0,108.0,0.99486,3.44,0.61
2069,6.0,0.2,0.24,1.8,0.03,30.0,105.0,0.9909,3.31,0.47
1537,6.8,0.57,0.29,2.2,0.04,15.0,77.0,0.9938,3.32,0.74
3127,6.9,0.26,0.33,12.6,0.051,59.0,173.0,0.998,3.39,0.38
2663,6.7,0.29,0.49,4.7,0.034,35.0,156.0,0.9945,3.13,0.45
1517,6.8,0.29,0.56,11.9,0.043,66.0,230.0,0.9972,3.02,0.63
965,7.2,0.48,0.07,5.5,0.089,10.0,18.0,0.99684,3.37,0.68
4694,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36
528,10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64
176,6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43
2470,6.4,0.31,0.4,6.2,0.04,46.0,169.0,0.9953,3.15,0.46
3958,7.6,0.17,0.46,0.9,0.036,63.0,147.0,0.99126,3.02,0.41
2887,6.6,0.36,0.21,1.5,0.049,39.0,184.0,0.9928,3.18,0.41
4574,6.8,0.37,0.67,1.5,0.175,16.0,98.0,0.99244,3.06,0.56
572,7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64
2614,7.9,0.16,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41
3986,6.8,0.45,0.36,5.0,0.033,28.0,156.0,0.991,3.11,0.4
4427,6.5,0.33,0.28,6.1,0.018,41.0,103.0,0.99122,3.24,0.32
3098,7.5,0.33,0.32,11.1,0.036,25.0,119.0,0.9962,3.15,0.34
2374,7.0,0.17,0.37,1.5,0.028,26.0,75.0,0.9922,3.3,0.46
4994,5.8,0.13,0.22,12.7,0.058,24.0,183.0,0.9956,3.32,0.42
3653,7.8,0.965,0.6,65.8,0.074,8.0,160.0,1.03898,3.39,0.69
2932,7.4,0.21,0.27,7.3,0.031,41.0,144.0,0.9932,3.15,0.38
2208,8.3,0.15,0.39,1.3,0.055,32.0,146.0,0.993,3.08,0.39
4422,6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38
2492,7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37
3129,6.5,0.43,0.28,12.0,0.056,23.0,174.0,0.9986,3.31,0.55
383,12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82
852,9.9,0.35,0.38,1.5,0.058,31.0,47.0,0.99676,3.26,0.82
1880,6.0,0.36,0.06,1.4,0.066,27.0,128.0,0.9934,3.26,0.55
370,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44
2955,6.7,0.44,0.31,1.9,0.03,41.0,104.0,0.99,3.29,0.62
4319,6.4,0.36,0.2,5.7,0.118,61.0,172.0,0.9946,3.24,0.43
4602,7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52
1105,5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56
3621,6.3,0.2,0.19,12.3,0.048,54.0,145.0,0.99668,3.16,0.42
2361,7.9,0.46,0.32,4.1,0.033,40.0,138.0,0.9912,3.18,0.44
4288,5.8,0.28,0.28,4.2,0.044,52.0,158.0,0.992,3.35,0.44
1336,5.6,0.31,0.78,13.9,0.074,23.0,92.0,0.99677,3.39,0.48
2189,7.7,0.28,0.39,8.9,0.036,8.0,117.0,0.9935,3.06,0.38
5239,6.0,0.26,0.24,1.3,0.053,66.0,150.0,0.9924,3.21,0.62
3795,7.3,0.4,0.26,5.45,0.016,26.0,90.0,0.98951,2.84,0.54
3722,6.2,0.23,0.23,1.2,0.018,18.0,128.0,0.99178,3.05,0.28
3779,5.2,0.17,0.27,0.7,0.03,11.0,68.0,0.99218,3.3,0.41
5009,7.1,0.09,0.3,6.2,0.032,24.0,134.0,0.993,2.99,0.39
5158,5.4,0.205,0.16,12.55,0.051,31.0,115.0,0.99564,3.4,0.38
1171,6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45
2943,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63
4316,6.6,0.36,0.28,6.1,0.029,12.0,93.0,0.99054,3.19,0.27
1422,6.0,0.27,0.28,4.8,0.063,31.0,201.0,0.9964,3.69,0.71
2658,6.0,0.17,0.49,1.0,0.034,26.0,106.0,0.992,3.21,0.42
3274,7.0,0.19,0.33,6.3,0.032,42.0,127.0,0.99182,3.31,0.38
5313,5.7,0.21,0.32,0.9,0.038,38.0,121.0,0.99074,3.24,0.46
1464,6.7,0.19,0.36,1.1,0.026,63.0,143.0,0.9912,3.27,0.48
874,6.4,0.795,0.0,2.2,0.065,28.0,52.0,0.99378,3.49,0.52
2297,8.0,0.18,0.37,1.3,0.04,15.0,96.0,0.9912,3.06,0.61
2641,8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.9952,3.02,0.33
4619,7.3,0.34,0.22,1.4,0.044,43.0,176.0,0.99286,3.14,0.46
1251,5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88
3317,8.2,0.25,0.46,3.75,0.05,14.0,102.0,0.99524,3.28,0.58
840,9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55
3493,6.8,0.26,0.24,1.9,0.043,70.0,154.0,0.99273,3.18,0.52
581,8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52
204,6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5
1641,6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4
2014,8.3,0.14,0.45,1.5,0.039,18.0,98.0,0.99215,3.02,0.56
905,10.2,0.29,0.65,2.4,0.075,6.0,17.0,0.99565,3.22,0.63
631,6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49
4770,6.2,0.29,0.23,12.4,0.048,33.0,201.0,0.99612,3.11,0.56
1974,6.0,0.33,0.27,0.8,0.185,12.0,188.0,0.9924,3.12,0.62
162,6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58
3793,8.1,0.12,0.38,0.9,0.034,36.0,86.0,0.99026,2.8,0.55
3252,6.7,0.43,0.23,5.0,0.157,49.0,145.0,0.99471,3.17,0.49
4787,6.6,0.36,0.47,1.4,0.145,26.0,124.0,0.99274,3.09,0.56
2819,7.6,0.445,0.44,14.5,0.045,68.0,212.0,0.9986,3.48,0.36
617,8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45
875,7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54
1431,7.3,0.22,0.3,8.2,0.047,42.0,207.0,0.9966,3.33,0.46
547,10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63
3928,6.1,0.21,0.38,1.5,0.039,37.0,122.0,0.98972,3.2,0.43
4839,7.2,0.585,0.2,10.4,0.086,17.0,94.0,0.99681,3.13,0.4
5053,8.0,0.33,0.35,10.0,0.035,22.0,108.0,0.99457,3.12,0.36
4322,7.6,0.31,0.27,8.8,0.021,57.0,156.0,0.99442,3.08,0.38
3023,7.6,0.16,0.41,1.9,0.047,27.0,151.0,0.9937,3.2,0.53
4895,6.4,0.18,0.28,17.05,0.047,53.0,139.0,0.99724,3.25,0.35
4349,5.0,0.29,0.54,5.7,0.035,54.0,155.0,0.98976,3.27,0.34
1861,6.9,0.19,0.4,1.4,0.036,14.0,55.0,0.9909,3.08,0.68
640,9.0,0.69,0.0,2.4,0.088,19.0,38.0,0.999,3.35,0.6
5120,6.6,0.33,0.41,2.0,0.027,14.0,79.0,0.99063,3.27,0.63
637,7.7,0.965,0.1,2.1,0.112,11.0,22.0,0.9963,3.26,0.5
3995,5.2,0.335,0.2,1.7,0.033,17.0,74.0,0.99002,3.34,0.48
3997,7.2,0.13,0.46,1.3,0.044,48.0,111.0,0.99127,2.97,0.45
2308,6.6,0.25,0.39,1.45,0.04,40.0,89.0,0.9911,3.35,0.4
3396,6.7,0.27,0.26,2.3,0.043,61.0,181.0,0.99394,3.45,0.63
2096,7.4,0.26,0.43,6.0,0.022,22.0,125.0,0.9928,3.13,0.55
2818,7.0,0.3,0.32,6.4,0.034,28.0,97.0,0.9924,3.23,0.44
4108,6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.99151,2.96,0.39
1372,6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39
3767,7.4,0.28,0.4,11.9,0.032,13.0,92.0,0.99629,3.01,0.46
921,7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59
546,7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61
1449,7.1,0.23,0.35,16.5,0.04,60.0,171.0,0.999,3.16,0.59
2610,7.4,0.28,0.49,1.5,0.034,20.0,126.0,0.9918,2.98,0.39
1900,6.5,0.33,0.72,1.1,0.061,7.0,151.0,0.993,3.09,0.57
2028,6.9,0.24,0.33,12.5,0.046,47.0,153.0,0.9983,3.28,0.77
2301,7.0,0.15,0.38,2.2,0.047,33.0,96.0,0.9928,3.13,0.39
